34689.370197 	 42053.607423 	 49806.343077 	 
42650.700570 	 57081.029357 	 35961.187776 	 
25393.329267 	 25060.328200 	 44580.065179 	 
24693.802539 	 36483.391125 	 37090.422297 	 
51675.307771 	 23679.740313 	 36810.083267 	 
27314.656169 	 59751.672543 	 30424.711770 	 
30178.885065 	 47446.858480 	 38139.538149 	 
53661.699269 	 42743.719675 	 29674.431430 	 
41714.591915 	 21596.715862 	 43174.666337 	 
58954.650536 	 24313.806613 	 22261.902636 	 
43596.909925 	 59879.027036 	 55298.713047 	 
40264.377543 	 21255.938458 	 55657.423165 	 
44461.431638 	 35757.362592 	 37331.821977 	 
43209.610264 	 29601.850387 	 20336.509765 	 
29513.189797 	 23309.984613 	 24547.799933 	 
54403.240577 	 59423.383383 	 20669.339222 	 
51476.053206 	 45581.613594 	 47776.066854 	 
35866.506438 	 51035.267410 	 20375.839172 	 
59459.418544 	 51773.830700 	 37199.709174 	 
29906.700848 	 53171.780427 	 49677.652075 	 
22776.791455 	 50796.993568 	 59234.926246 	 
49917.205140 	 32503.515598 	 49473.612855 	 
23233.653327 	 36803.785913 	 53564.421255 	 
